Entity,Code,Year,Share of adults in 2000,Share of adults in 2022,World region according to OWID,Share of adults in 2022 (Original Year)
Tanzania,TZA,2023,,9.3,Africa,2022
Thailand,THA,2000,26.2,19.2,Asia,2022
Thailand,THA,2005,24.4,19.2,Asia,2022
Thailand,THA,2007,23.5,19.2,Asia,2022
Thailand,THA,2010,22.6,19.2,Asia,2022
Thailand,THA,2015,21.1,19.2,Asia,2022
Thailand,THA,2020,19.7,19.2,Asia,2022
Thailand,THA,2021,19.4,19.2,Asia,2022
Thailand,THA,2022,19.2,19.2,Asia,
Thailand,THA,2023,,19.2,Asia,2022
Togo,TGO,2000,15.9,6.4,Africa,2022
Togo,TGO,2005,12.7,6.4,Africa,2022
Togo,TGO,2007,11.6,6.4,Africa,2022
Togo,TGO,2010,10.2,6.4,Africa,2022
Togo,TGO,2015,8.3,6.4,Africa,2022
Togo,TGO,2020,6.8,6.4,Africa,2022
Togo,TGO,2021,6.6,6.4,Africa,2022
Togo,TGO,2022,6.4,6.4,Africa,
Togo,TGO,2023,,6.4,Africa,2022
Tonga,TON,2000,33.3,31.3,Oceania,2022
Tonga,TON,2005,32.7,31.3,Oceania,2022
Tonga,TON,2007,32.4,31.3,Oceania,2022
Tonga,TON,2010,32.3,31.3,Oceania,2022
Tonga,TON,2015,31.8,31.3,Oceania,2022
Tonga,TON,2020,31.5,31.3,Oceania,2022
Tonga,TON,2021,31.3,31.3,Oceania,2022
Tonga,TON,2022,31.3,31.3,Oceania,
Tonga,TON,2023,,31.3,Oceania,2022
Tunisia,TUN,2000,29.7,20.5,Africa,2022
Tunisia,TUN,2005,27.1,20.5,Africa,2022
Tunisia,TUN,2007,26.4,20.5,Africa,2022
Tunisia,TUN,2010,25,20.5,Africa,2022
Tunisia,TUN,2015,23,20.5,Africa,2022
Tunisia,TUN,2020,21.2,20.5,Africa,2022
Tunisia,TUN,2021,21,20.5,Africa,2022
Tunisia,TUN,2022,20.5,20.5,Africa,
Tunisia,TUN,2023,,20.5,Africa,2022
Turkey,TUR,2000,33.8,30.5,Asia,2022
Turkey,TUR,2005,32.8,30.5,Asia,2022
Turkey,TUR,2007,32.4,30.5,Asia,2022
Turkey,TUR,2010,32,30.5,Asia,2022
Turkey,TUR,2015,31.3,30.5,Asia,2022
Turkey,TUR,2020,30.7,30.5,Asia,2022
Turkey,TUR,2021,30.7,30.5,Asia,2022
Turkey,TUR,2022,30.5,30.5,Asia,
Turkey,TUR,2023,,30.5,Asia,2022
Turkmenistan,TKM,2000,14.8,5.6,Asia,2022
Turkmenistan,TKM,2005,11.7,5.6,Asia,2022
Turkmenistan,TKM,2007,10.6,5.6,Asia,2022
Turkmenistan,TKM,2010,9.3,5.6,Asia,2022
Turkmenistan,TKM,2015,7.5,5.6,Asia,2022
Turkmenistan,TKM,2020,6.1,5.6,Asia,2022
Turkmenistan,TKM,2021,5.8,5.6,Asia,2022
Turkmenistan,TKM,2022,5.6,5.6,Asia,
Turkmenistan,TKM,2023,,5.6,Asia,2022
Tuvalu,TUV,2000,48.3,33.7,Oceania,2022
Tuvalu,TUV,2005,44.4,33.7,Oceania,2022
Tuvalu,TUV,2007,43,33.7,Oceania,2022
Tuvalu,TUV,2010,40.7,33.7,Oceania,2022
Tuvalu,TUV,2015,37.6,33.7,Oceania,2022
Tuvalu,TUV,2020,34.8,33.7,Oceania,2022
Tuvalu,TUV,2021,34.2,33.7,Oceania,2022
Tuvalu,TUV,2022,33.7,33.7,Oceania,
Tuvalu,TUV,2023,,33.7,Oceania,2022
Uganda,UGA,2000,25.8,7.5,Africa,2022
Uganda,UGA,2005,19.3,7.5,Africa,2022
Uganda,UGA,2007,17.2,7.5,Africa,2022
Uganda,UGA,2010,14.6,7.5,Africa,2022
Uganda,UGA,2015,11,7.5,Africa,2022
Uganda,UGA,2020,8.4,7.5,Africa,2022
Uganda,UGA,2021,7.9,7.5,Africa,2022
Uganda,UGA,2022,7.5,7.5,Africa,
Uganda,UGA,2023,,7.5,Africa,2022
Ukraine,UKR,2000,38.2,24.9,Europe,2022
Ukraine,UKR,2005,34.8,24.9,Europe,2022
Ukraine,UKR,2007,33.3,24.9,Europe,2022
Ukraine,UKR,2010,31.3,24.9,Europe,2022
Ukraine,UKR,2015,28.5,24.9,Europe,2022
Ukraine,UKR,2020,25.9,24.9,Europe,2022
Ukraine,UKR,2021,25.5,24.9,Europe,2022
Ukraine,UKR,2022,24.9,24.9,Europe,
Ukraine,UKR,2023,,24.9,Europe,2022
United Arab Emirates,ARE,2000,19.1,9,Asia,2022
United Arab Emirates,ARE,2005,15.9,9,Asia,2022
United Arab Emirates,ARE,2007,14.8,9,Asia,2022
United Arab Emirates,ARE,2010,13.3,9,Asia,2022
United Arab Emirates,ARE,2015,11.2,9,Asia,2022
United Arab Emirates,ARE,2020,9.6,9,Asia,2022
United Arab Emirates,ARE,2021,9.3,9,Asia,2022
United Arab Emirates,ARE,2022,9,9,Asia,
United Arab Emirates,ARE,2023,,9,Asia,2022
United Kingdom,GBR,2000,37.6,14.2,Europe,2022
United Kingdom,GBR,2005,30,14.2,Europe,2022
United Kingdom,GBR,2007,27.5,14.2,Europe,2022
United Kingdom,GBR,2010,24.1,14.2,Europe,2022
United Kingdom,GBR,2015,19.3,14.2,Europe,2022
United Kingdom,GBR,2020,15.6,14.2,Europe,2022
United Kingdom,GBR,2021,14.9,14.2,Europe,2022
United Kingdom,GBR,2022,14.2,14.2,Europe,
United Kingdom,GBR,2023,,14.2,Europe,2022
United States,USA,2000,31.5,24.3,North America,2022
United States,USA,2005,29.6,24.3,North America,2022
United States,USA,2007,29,24.3,North America,2022
United States,USA,2010,27.9,24.3,North America,2022
United States,USA,2015,26.3,24.3,North America,2022
United States,USA,2020,24.9,24.3,North America,2022
United States,USA,2021,24.7,24.3,North America,2022
United States,USA,2022,24.3,24.3,North America,
United States,USA,2023,,24.3,North America,2022
Upper-middle-income countries,OWID_UMC,2000,27.686317,22.531748,,2022
Upper-middle-income countries,OWID_UMC,2005,26.136942,22.531748,,2022
Upper-middle-income countries,OWID_UMC,2007,25.57245,22.531748,,2022
Upper-middle-income countries,OWID_UMC,2010,24.892448,22.531748,,2022
Upper-middle-income countries,OWID_UMC,2015,23.812664,22.531748,,2022
Upper-middle-income countries,OWID_UMC,2020,22.879683,22.531748,,2022
Upper-middle-income countries,OWID_UMC,2021,22.616661,22.531748,,2022
Upper-middle-income countries,OWID_UMC,2022,22.531748,22.531748,,
Uruguay,URY,2000,35.4,20.5,South America,2022
Uruguay,URY,2005,31.3,20.5,South America,2022
Uruguay,URY,2007,29.8,20.5,South America,2022
Uruguay,URY,2010,27.6,20.5,South America,2022
Uruguay,URY,2015,24.4,20.5,South America,2022
Uruguay,URY,2020,21.5,20.5,South America,2022
Uruguay,URY,2021,21,20.5,South America,2022
Uruguay,URY,2022,20.5,20.5,South America,
Uruguay,URY,2023,,20.5,South America,2022
Uzbekistan,UZB,2000,27.8,16.7,Asia,2022
Uzbekistan,UZB,2005,24.7,16.7,Asia,2022
Uzbekistan,UZB,2007,23.6,16.7,Asia,2022
Uzbekistan,UZB,2010,21.9,16.7,Asia,2022
Uzbekistan,UZB,2015,19.6,16.7,Asia,2022
Uzbekistan,UZB,2020,17.4,16.7,Asia,2022
Uzbekistan,UZB,2021,17.1,16.7,Asia,2022
Uzbekistan,UZB,2022,16.7,16.7,Asia,
Uzbekistan,UZB,2023,,16.7,Asia,2022
Vietnam,VNM,2000,31.1,22.5,Asia,2022
Vietnam,VNM,2005,28.8,22.5,Asia,2022
Vietnam,VNM,2007,28,22.5,Asia,2022
Vietnam,VNM,2010,26.6,22.5,Asia,2022
Vietnam,VNM,2015,24.9,22.5,Asia,2022
Vietnam,VNM,2020,23.2,22.5,Asia,2022
Vietnam,VNM,2021,22.9,22.5,Asia,2022
Vietnam,VNM,2022,22.5,22.5,Asia,
Vietnam,VNM,2023,,22.5,Asia,2022
World,OWID_WRL,2000,34.323643,21.750492,,2022
World,OWID_WRL,2005,30.746687,21.750492,,2022
World,OWID_WRL,2007,29.423546,21.750492,,2022
World,OWID_WRL,2010,27.58716,21.750492,,2022
World,OWID_WRL,2015,24.879309,21.750492,,2022
World,OWID_WRL,2020,22.583412,21.750492,,2022
World,OWID_WRL,2021,22.134945,21.750492,,2022
World,OWID_WRL,2022,21.750492,21.750492,,
Yemen,YEM,2000,28.7,21.4,Asia,2022
Yemen,YEM,2005,26.7,21.4,Asia,2022
Yemen,YEM,2007,25.9,21.4,Asia,2022
Yemen,YEM,2010,24.8,21.4,Asia,2022
Yemen,YEM,2015,23.3,21.4,Asia,2022
Yemen,YEM,2020,21.8,21.4,Asia,2022
Yemen,YEM,2021,21.7,21.4,Asia,2022
Yemen,YEM,2022,21.4,21.4,Asia,
Yemen,YEM,2023,,21.4,Asia,2022
Zambia,ZMB,2000,19.7,14.6,Africa,2022
Zambia,ZMB,2005,18.2,14.6,Africa,2022
Zambia,ZMB,2007,17.7,14.6,Africa,2022
Zambia,ZMB,2010,17,14.6,Africa,2022
Zambia,ZMB,2015,15.8,14.6,Africa,2022
Zambia,ZMB,2020,14.8,14.6,Africa,2022
Zambia,ZMB,2021,14.8,14.6,Africa,2022
Zambia,ZMB,2022,14.6,14.6,Africa,
Zambia,ZMB,2023,,14.6,Africa,2022
Zimbabwe,ZWE,2000,21.4,11.3,Africa,2022
Zimbabwe,ZWE,2005,18.3,11.3,Africa,2022
Zimbabwe,ZWE,2007,17.2,11.3,Africa,2022
Zimbabwe,ZWE,2010,15.7,11.3,Africa,2022
Zimbabwe,ZWE,2015,13.6,11.3,Africa,2022
Zimbabwe,ZWE,2020,11.9,11.3,Africa,2022
Zimbabwe,ZWE,2021,11.6,11.3,Africa,2022
Zimbabwe,ZWE,2022,11.3,11.3,Africa,
Zimbabwe,ZWE,2023,,11.3,Africa,2022
