Entity,Code,Year,99%,90%,80%,70%,60%,50%,40%,30%,20%,10%,Top 1%
England and Wales,,1891,0.07,1.03,17.26,36.56,47.54,55.73,62,67.31,72.41,78.26,88.31
England and Wales,,1892,0.07,1.09,18.71,38.16,49.3,57.54,63.63,68.67,73.58,79.27,89.09
England and Wales,,1893,0.06,1.01,17.13,36.92,48.38,57.15,63.5,68.82,73.91,79.87,90.06
England and Wales,,1894,0.08,1.43,23.92,41.59,52.5,60.42,66.32,71.29,76.33,81.95,92.1
England and Wales,,1895,0.06,0.95,19.3,39.42,50.69,58.7,64.46,69.56,74.37,79.96,89.47
England and Wales,,1896,0.07,1.14,20.8,40.78,52,60.11,65.97,71.14,76.15,81.9,91.87
England and Wales,,1897,0.07,1.09,22.58,41.45,52.34,60.17,65.87,70.96,75.81,81.39,91.21
England and Wales,,1898,0.06,1.01,22.35,41.45,52.38,60.09,65.79,70.82,75.67,81.2,91.01
England and Wales,,1899,0.06,1.03,21.99,40.71,51.33,58.9,64.81,69.75,74.66,80.17,90.05
England and Wales,,1900,0.07,1.11,21.88,40.64,51.16,58.48,64.44,69.36,74.32,79.83,89.78
England and Wales,,1901,0.07,1.31,25.27,42.97,53.27,60.42,66.18,71,75.84,81.22,91.3
England and Wales,,1902,0.08,1.71,27.51,44.18,54.09,61.03,66.66,71.34,76.09,81.4,91.43
England and Wales,,1903,0.08,1.85,30.52,46.29,55.73,62.43,67.8,72.32,76.94,82.18,92.43
England and Wales,,1904,0.07,1.35,27.65,45.24,55.08,61.76,67.23,71.78,76.29,81.52,91.37
England and Wales,,1905,0.08,2.16,31.51,47.23,56.37,62.75,68,72.44,76.85,82.03,91.77
England and Wales,,1906,0.08,1.98,31.22,47.18,56.37,62.67,67.94,72.47,76.84,81.96,91.43
England and Wales,,1907,0.09,2.54,32.77,47.93,56.77,62.86,67.92,72.36,76.65,81.72,91.23
England and Wales,,1908,0.08,2.73,33.95,48.93,57.52,63.51,68.48,72.86,77.08,82.01,91.55
England and Wales,,1909,0.1,3.55,35.05,49.47,57.8,63.68,68.44,72.67,76.85,81.73,91.17
England and Wales,,1910,0.1,4.69,37.69,51.43,59.39,65.04,69.81,73.91,78.03,82.98,92.43
England and Wales,,1911,0.08,1.82,32.28,48.82,57.86,64.05,69.1,73.31,77.53,82.55,92.12
England and Wales,,1912,0.11,5.76,38.37,51.8,59.54,65.13,69.89,73.77,77.82,82.77,92.14
England and Wales,,1913,0.1,4.46,37.59,51.39,59.31,64.95,69.79,73.75,77.81,82.86,92.27
England and Wales,,1914,0.1,4.57,28.95,46.82,56.74,63.4,68.67,73.09,77.13,82.45,91.89
England and Wales,,1915,0.1,2.85,21.95,35.38,50.63,59.65,65.76,70.97,75.28,80.59,89.96
England and Wales,,1916,0.12,9.37,22.09,29.96,45.98,57.95,65.17,70.76,75.43,80.78,90.23
England and Wales,,1917,0.12,7.45,21.04,26.62,37.31,53.68,63.18,69.64,74.97,80.48,90.33
England and Wales,,1918,0.11,2.48,18.52,23.19,28.55,38.38,54.59,65.25,72.71,79.48,91
England and Wales,,1919,0.12,8.63,33.57,49.79,59.09,65.15,69.87,74.04,77.89,82.53,91.33
England and Wales,,1920,0.11,10.33,40.2,54.35,62.22,67.66,72.02,75.85,79.67,84.36,93.54
England and Wales,,1921,0.13,18.17,44.34,56.43,63.41,68.42,72.47,76.11,79.8,84.28,93.05
England and Wales,,1922,0.14,16.74,43.23,55.61,62.58,67.52,71.6,75.08,78.74,83.29,92.09
England and Wales,,1923,0.16,22.29,46.93,57.85,64.2,68.9,72.83,76.33,80,84.44,93.24
England and Wales,,1924,0.15,20.01,45.72,57.07,63.65,68.34,72.25,75.65,79.31,83.79,92.58
England and Wales,,1925,0.15,19.8,46.05,57.29,63.95,68.63,72.52,75.9,79.51,83.93,92.46
England and Wales,,1926,0.16,23.2,47.95,58.47,64.79,69.33,73.11,76.51,80.13,84.5,93.11
England and Wales,,1927,0.16,22.17,46.82,57.57,63.98,68.61,72.42,75.79,79.23,83.62,92.22
England and Wales,,1928,0.17,24.41,48.53,58.71,64.87,69.4,73.2,76.61,80.09,84.5,93.15
England and Wales,,1929,0.15,18.3,45,56.28,62.99,67.7,71.6,74.97,78.41,82.75,91.19
England and Wales,,1930,0.18,26.58,49.69,59.43,65.38,69.89,73.6,76.99,80.54,84.95,93.78
England and Wales,,1931,0.17,25.12,48.89,58.79,64.85,69.28,72.97,76.31,79.71,84,92.43
England and Wales,,1932,0.17,26.93,50.11,59.63,65.43,69.74,73.33,76.62,80.01,84.26,92.61
England and Wales,,1933,0.18,27.4,49.49,59.07,65.09,69.55,73.21,76.51,79.92,84.09,92.41
England and Wales,,1934,0.19,28.04,50.86,60.08,65.79,70.15,73.74,77.05,80.58,84.92,93.63
England and Wales,,1935,0.2,31.88,52.26,60.89,66.28,70.52,74.01,77.25,80.71,84.91,93.45
England and Wales,,1936,0.19,31.91,52.39,60.77,66.18,70.34,73.8,76.96,80.39,84.61,92.96
England and Wales,,1937,0.2,32.82,52.4,60.73,66.02,70.17,73.68,76.87,80.27,84.43,92.69
England and Wales,,1938,0.22,35.38,54.02,62.03,67.19,71.24,74.62,77.81,81.2,85.39,93.91
England and Wales,,1939,0.24,38.29,54.78,62.23,67.2,71.08,74.42,77.53,80.72,84.76,92.97
England and Wales,,1940,0.21,25.94,48.73,58.25,64.17,68.68,72.46,75.89,79.29,83.51,91.79
England and Wales,,1941,0.2,26.82,50.24,59.8,65.66,70.15,73.89,77.25,80.69,84.87,93.14
England and Wales,,1942,0.23,27.81,51.59,61.23,66.97,71.4,75,78.34,81.83,86.03,94.51
England and Wales,,1943,0.24,25.79,49.58,60.16,66.39,70.9,74.57,77.98,81.45,85.53,93.72
England and Wales,,1944,0.26,25.05,49.01,60.2,66.5,71.08,74.85,78.36,81.95,86.12,94.58
England and Wales,,1945,0.28,23.51,44.02,58.71,65.64,70.54,74.52,78.07,81.76,85.99,94.51
England and Wales,,1946,0.27,45.6,58.4,64.79,69.44,73.09,76.26,79.34,82.6,86.49,94.5
England and Wales,,1947,0.29,45.86,58.44,64.75,69.32,72.92,76.05,78.97,82.19,86.01,93.99
England and Wales,,1948,0.46,48.53,59.87,65.89,70.3,73.87,77.08,80.06,83.39,87.4,95.91
England and Wales,,1949,0.47,49.01,59.79,65.54,69.83,73.28,76.29,79.24,82.44,86.29,94.29
England and Wales,,1950,0.56,50.11,60.33,65.91,70.1,73.51,76.48,79.37,82.53,86.31,94.25
England and Wales,,1951,0.53,50.48,60.13,65.51,69.52,72.9,75.83,78.66,81.74,85.51,93.34
England and Wales,,1952,0.62,51.84,61.21,66.6,70.65,74,77,79.86,83.01,86.8,94.83
England and Wales,,1953,0.64,52.31,61.48,66.78,70.77,74.08,77.05,79.91,83.02,86.81,94.92
England and Wales,,1954,0.83,52.85,61.78,67.03,70.98,74.28,77.28,80.14,83.25,87.05,94.99
England and Wales,,1955,0.88,53.05,61.84,67.03,70.97,74.21,77.14,79.96,83.02,86.73,94.61
England and Wales,,1956,0.98,53.44,62.05,67.18,71.1,74.31,77.23,80.05,83.13,86.81,94.63
England and Wales,,1957,1.12,53.3,61.93,67.09,71.06,74.35,77.38,80.34,83.52,87.42,95.43
England and Wales,,1958,2.09,53.71,62.21,67.34,71.25,74.47,77.42,80.3,83.38,87.15,95.01
England and Wales,,1959,2.3,53.87,62.28,67.43,71.37,74.58,77.56,80.44,83.57,87.36,95.3
England and Wales,,1960,2.3,53.97,62.43,67.6,71.53,74.82,77.76,80.66,83.79,87.6,95.61
England and Wales,,1961,2.25,53.8,62.21,67.32,71.22,74.46,77.4,80.32,83.43,87.24,95.09
England and Wales,,1962,2.49,53.93,62.23,67.34,71.24,74.48,77.48,80.39,83.52,87.25,95.15
England and Wales,,1963,2.55,53.85,62.21,67.25,71.11,74.36,77.38,80.26,83.33,87.12,94.92
England and Wales,,1964,3.6,54.09,62.62,67.73,71.74,75.06,78.19,81.23,84.35,88.3,96.49
England and Wales,,1965,4.4,54.08,62.58,67.65,71.64,74.94,78.02,81.08,84.25,88.15,96.23
England and Wales,,1966,4.32,54.1,62.6,67.62,71.57,74.87,77.91,80.92,84.06,87.97,95.95
England and Wales,,1967,5.6,54.63,63.04,68.04,72.03,75.34,78.45,81.48,84.67,88.63,96.69
England and Wales,,1968,5.2,54.54,62.87,67.81,71.72,74.97,77.98,80.95,84.08,87.94,95.79
England and Wales,,1969,5.82,54.32,62.63,67.6,71.45,74.75,77.85,80.93,84.21,88.25,96.42
England and Wales,,1970,6.29,54.56,62.88,67.9,71.77,75.08,78.16,81.21,84.44,88.45,96.44
England and Wales,,1971,6.86,54.65,63.11,68.22,72.12,75.47,78.54,81.56,84.75,88.73,96.72
England and Wales,,1972,7.7,54.61,62.96,68.02,71.84,75.13,78.18,81.19,84.38,88.34,96.31
England and Wales,,1973,8.7,54.78,63.17,68.25,72.1,75.37,78.42,81.42,84.55,88.48,96.38
England and Wales,,1974,10.21,54.9,63.3,68.39,72.24,75.5,78.57,81.59,84.74,88.67,96.57
England and Wales,,1975,12.27,55.17,63.52,68.58,72.45,75.7,78.76,81.73,84.87,88.8,96.7
England and Wales,,1976,14.63,55.35,63.49,68.55,72.38,75.62,78.63,81.58,84.68,88.53,96.22
England and Wales,,1977,15.57,55.69,63.85,68.91,72.77,76.05,79.08,82.08,85.22,89.17,97.05
England and Wales,,1978,14.9,55.55,63.75,68.81,72.71,75.98,79.01,82.01,85.2,89.15,97.08
England and Wales,,1979,16.3,55.81,63.85,68.91,72.82,76.07,79.06,82.03,85.17,89.13,97.01
England and Wales,,1980,17.13,56.28,64.2,69.25,73.13,76.41,79.42,82.41,85.56,89.49,97.48
England and Wales,,1981,17.92,56.58,64.51,69.55,73.37,76.65,79.67,82.6,85.74,89.65,97.54
England and Wales,,1982,18.56,56.92,64.7,69.66,73.48,76.73,79.73,82.62,85.77,89.68,97.55
England and Wales,,1983,19.08,57.19,64.89,69.81,73.64,76.9,79.92,82.83,85.97,89.86,97.71
England and Wales,,1984,19.81,57.53,65.14,70.1,73.95,77.24,80.26,83.22,86.38,90.31,98.26
England and Wales,,1985,19.86,57.65,65.1,70.06,73.84,77.05,80.05,82.95,86.02,89.89,97.67
England and Wales,,1986,20.29,57.93,65.42,70.32,74.09,77.32,80.31,83.23,86.33,90.21,98.06
England and Wales,,1987,20.49,58.07,65.66,70.58,74.38,77.66,80.67,83.62,86.76,90.73,98.67
England and Wales,,1988,20.53,58.32,65.85,70.75,74.52,77.79,80.79,83.73,86.84,90.75,98.54
England and Wales,,1989,21.06,58.6,66.13,70.97,74.73,77.95,80.89,83.79,86.86,90.69,98.38
England and Wales,,1990,21.43,58.73,66.34,71.15,74.98,78.23,81.2,84.12,87.22,91.15,98.84
England and Wales,,1991,22.09,59.03,66.61,71.33,75.14,78.35,81.29,84.18,87.25,91.08,98.72
England and Wales,,1992,23.92,59.39,66.96,71.67,75.44,78.65,81.61,84.51,87.58,91.45,99.21
England and Wales,,1993,24.1,59.43,66.99,71.68,75.41,78.57,81.47,84.31,87.33,91.05,98.49
England and Wales,,1994,24.82,59.86,67.49,72.21,75.93,79.11,82.01,84.85,87.91,91.7,99.28
England and Wales,,1995,24.71,59.77,67.54,72.22,75.82,79.04,81.9,84.71,87.72,91.42,98.82
England and Wales,,1996,24.76,60,67.87,72.52,76.12,79.36,82.2,85,87.98,91.68,99.09
England and Wales,,1997,24.64,60.24,68.14,72.82,76.43,79.63,82.45,85.23,88.18,91.82,99.21
England and Wales,,1998,25.54,60.35,68.33,72.99,76.62,79.76,82.58,85.33,88.27,91.89,99.2
England and Wales,,1999,25.73,60.5,68.54,73.22,76.82,79.85,82.69,85.4,88.32,91.88,99.05
England and Wales,,2000,26.57,60.81,68.97,73.74,77.32,80.35,83.18,85.88,88.79,92.37,99.58
England and Wales,,2001,26.68,61.08,69.32,74.1,77.66,80.71,83.46,86.12,88.99,92.55,99.68
England and Wales,,2002,27.29,61.27,69.52,74.32,77.83,80.84,83.56,86.23,89.03,92.51,99.59
England and Wales,,2003,27.65,61.33,69.64,74.49,78.03,80.99,83.62,86.25,89.02,92.46,99.42
England and Wales,,2004,28.65,61.9,70.15,75.02,78.57,81.55,84.22,86.84,89.61,93.06,100.09
England and Wales,,2005,29.31,62.11,70.41,75.29,78.83,81.77,84.44,87.03,89.74,93.12,100.02
England and Wales,,2006,28.38,62.11,70.6,75.57,79.17,82.12,84.78,87.35,90.12,93.48,100.5
England and Wales,,2007,29,62.37,70.83,75.83,79.42,82.33,84.95,87.48,90.22,93.58,100.36
England and Wales,,2008,29.33,62.47,70.98,76,79.59,82.49,85.1,87.63,90.3,93.56,100.19
England and Wales,,2009,30.18,62.84,71.44,76.46,80.07,82.98,85.59,88.11,90.81,94.09,100.88
England and Wales,,2010,31.34,63.11,71.68,76.7,80.29,83.2,85.77,88.28,90.89,94.18,100.83
England and Wales,,2011,32.4,63.56,72.05,77.08,80.68,83.58,86.17,88.65,91.25,94.56,101.18
England and Wales,,2012,33.08,63.9,72.3,77.21,80.77,83.61,86.12,88.56,91.12,94.33,100.8
England and Wales,,2013,33.1,63.82,72.39,77.27,80.84,83.67,86.18,88.61,91.15,94.3,100.79
England and Wales,,2014,32.85,63.95,72.52,77.46,81.05,83.91,86.45,88.88,91.44,94.61,101.21
England and Wales,,2015,32.96,63.87,72.47,77.35,80.89,83.71,86.19,88.57,91.06,94.17,100.51
England and Wales,,2016,32.77,63.8,72.43,77.4,81,83.88,86.39,88.81,91.32,94.49,100.92
England and Wales,,2017,33.74,64.07,72.66,77.56,81.11,83.96,86.45,88.84,91.33,94.44,100.76
England and Wales,,2018,32.83,63.86,72.55,77.52,81.09,83.98,86.49,88.85,91.34,94.43,100.84
England and Wales,,2019,33,64.15,72.84,77.87,81.39,84.27,86.78,89.18,91.7,94.84,101.31
England and Wales,,2020,33.99,62.97,71.64,76.71,80.26,83.15,85.69,88.09,90.61,93.69,100.05
England and Wales,,2021,32.79,62.58,71.47,76.82,80.52,83.5,86.13,88.6,91.16,94.3,100.76
England and Wales,,2022,32.65,63.45,72.19,77.39,81.02,83.92,86.49,88.9,91.38,94.46,100.85
Estonia,EST,1959,0.47,45.83,59.27,66.28,70.61,74.16,77.34,80.23,83.43,87.12,95.15
Estonia,EST,1960,0.49,47.13,60.39,66.87,71.25,74.82,77.88,80.9,84.01,87.62,95.26
Estonia,EST,1961,0.56,47.81,60.63,67.28,71.42,74.75,77.89,80.72,83.72,87.31,95.47
Estonia,EST,1962,0.77,49.18,60.9,67.05,71.39,74.61,77.6,80.51,83.52,87.06,94.37
Estonia,EST,1963,0.74,47.94,60.68,66.65,71.22,74.84,77.84,80.69,83.96,87.72,95.55
Estonia,EST,1964,0.75,49.48,61.4,67.33,71.92,75.39,78.48,81.45,84.63,88.61,96.31
Estonia,EST,1965,1.84,49.91,61.47,67.4,71.7,75.06,78.08,81.02,84.05,87.76,95.7
Estonia,EST,1966,2.5,49.71,61.26,67.31,71.54,75.08,78.03,80.88,83.98,87.93,95.51
Estonia,EST,1967,2.18,50.1,61.45,67.58,71.69,75.28,78.38,81.27,84.46,88.13,95.87
Estonia,EST,1968,2.47,48.61,60.88,67.02,71.49,75.09,78.18,81.14,84.22,88.11,95.55
Estonia,EST,1969,3.43,48.18,60.56,66.58,71.04,74.62,77.69,80.59,83.69,87.63,95.14
Estonia,EST,1970,3.01,48.29,60.58,66.89,71.28,74.77,77.84,80.74,83.89,87.71,95.37
Estonia,EST,1971,3.66,48.66,60.55,67.01,71.52,74.92,78.01,80.93,84.17,88.09,96.63
Estonia,EST,1972,4.13,47.44,59.7,66.74,71.21,74.8,77.93,80.9,84.02,87.88,95.82
Estonia,EST,1973,3.82,48.65,60.4,66.72,71.26,74.89,78.04,81.02,84.19,88.07,95.91
Estonia,EST,1974,3.05,48.49,60.47,67.13,71.63,75.4,78.47,81.42,84.46,88.47,96.61
Estonia,EST,1975,3.87,47.02,59.5,66.45,71.01,74.62,77.59,80.58,83.86,87.93,96.05
Estonia,EST,1976,2.91,46.81,59.02,65.85,70.61,74.2,77.41,80.37,83.48,87.37,95.42
Estonia,EST,1977,2.69,46.32,58.69,65.72,70.5,74.26,77.51,80.57,83.86,88.01,96.71
Estonia,EST,1978,3.68,46.7,58.36,65.46,70.27,74.12,77.34,80.43,83.58,87.52,95.52
Estonia,EST,1979,2.88,46.15,57.7,65.05,70.1,73.97,77.33,80.5,83.56,87.48,95.55
Estonia,EST,1980,2.42,46.19,58.13,65.32,70.2,73.92,77.26,80.25,83.53,87.56,95.64
Estonia,EST,1981,2.58,46.02,57.54,64.7,69.8,73.9,77.31,80.43,83.6,87.69,96.07
Estonia,EST,1982,4.58,46.69,58.31,65.36,70.22,74.31,77.72,80.8,84.07,88.22,96.3
Estonia,EST,1983,3.25,46.45,58.04,65.08,70.21,74.17,77.63,80.8,84.14,88.02,96.26
Estonia,EST,1984,4.66,46.52,57.78,64.73,69.69,73.76,77.18,80.29,83.65,87.63,95.51
Estonia,EST,1985,5.41,47.48,58.34,64.84,69.83,73.86,77.18,80.24,83.56,87.31,95.58
Estonia,EST,1986,7.3,49.96,60.28,66.39,70.97,74.63,77.96,81.13,84.27,88.16,96.32
Estonia,EST,1987,5.97,50.18,60.23,66.48,71.11,74.8,78.09,81.12,84.18,88.07,96.17
Estonia,EST,1988,6.84,50.17,59.99,66.38,70.93,74.65,78.02,81.06,84.19,87.99,95.56
Estonia,EST,1989,5.35,48.64,59.25,65.66,70.51,74.45,77.88,81.17,84.42,88.39,96.37
Estonia,EST,1990,7.06,47.22,58.36,64.81,69.66,73.58,77.21,80.51,83.85,87.96,96.2
Estonia,EST,1991,9.48,46.93,57.73,64.08,69.55,73.69,77.29,80.66,84.01,88,95.64
Estonia,EST,1992,4.77,45.92,57.19,63.81,69.01,73.27,76.91,80.35,83.84,87.85,95.78
Estonia,EST,1993,8.35,44.65,55.31,62.28,67.39,72.13,76.13,79.81,83.28,87.36,94.92
Estonia,EST,1994,12.26,41.13,52.5,59.71,65.46,70.48,74.82,78.91,82.7,87.22,95.52
Estonia,EST,1995,4.96,43.04,54,61.14,66.74,71.72,76.03,79.87,83.57,87.76,95.85
Estonia,EST,1996,15.03,46.95,57.04,63.82,68.95,73.45,77.22,80.92,84.46,88.59,96.57
Estonia,EST,1997,13.35,46.46,57.1,63.86,69.31,73.96,77.74,81.36,84.96,89,96.59
Estonia,EST,1998,15.76,46.5,56.48,63.33,68.76,73.25,77.2,80.83,84.31,88.5,96.46
Estonia,EST,1999,15.3,47.42,57.69,64.4,69.78,74.2,78.12,81.49,85.04,89.17,96.87
Estonia,EST,2000,17.15,47.64,58.01,64.88,70.13,74.28,78.11,81.65,85.15,89.31,97.64
Estonia,EST,2001,16.66,47.14,57.12,64.35,69.73,74.34,78.34,81.84,85.34,89.43,97.19
Estonia,EST,2002,18.8,47.59,57.95,65.11,70.42,74.73,78.68,82.08,85.46,89.63,97.48
Estonia,EST,2003,18.93,49.42,59.11,65.69,71.05,75.23,78.99,82.34,85.71,89.67,97.26
Estonia,EST,2004,20.03,49.63,59.6,66.2,71.43,75.8,79.45,82.77,86.13,90.1,97.43
Estonia,EST,2005,20.01,50.51,60.29,67.04,72.24,76.34,80.02,83.33,86.48,90.26,97.55
Estonia,EST,2006,20.53,51.19,60.3,66.93,72.29,76.49,80.1,83.36,86.57,90.56,97.85
Estonia,EST,2007,21.02,50.62,60.38,67.06,72.24,76.45,80.13,83.46,86.77,90.72,97.96
Estonia,EST,2008,21.2,52.66,61.91,68.49,73.56,77.55,80.98,84.15,87.39,91.1,98.16
Estonia,EST,2009,24.28,53.67,63.27,69.64,74.48,78.35,81.69,84.81,87.78,91.64,98.48
Estonia,EST,2010,24.05,55.24,64.4,70.72,75.25,78.94,82.16,85.2,88.23,91.67,98.9
Estonia,EST,2011,24.72,54.87,64.68,70.95,75.76,79.66,82.85,85.89,88.79,92.18,99.24
Estonia,EST,2012,25.1,55.22,64.82,71.11,75.86,79.76,82.93,85.87,88.97,92.4,99.45
Estonia,EST,2013,26.41,57.08,65.84,71.89,76.62,80.19,83.41,86.35,89.15,92.53,99.58
Estonia,EST,2014,24.04,56.58,65.65,71.86,76.43,80.34,83.49,86.42,89.33,92.71,99.57
Estonia,EST,2015,26.89,57.48,66.43,72.45,77.02,80.67,83.89,86.77,89.63,93.15,99.68
Estonia,EST,2016,25.71,57.01,66.43,72.48,77.16,80.97,84.08,86.82,89.76,93.32,99.62
Estonia,EST,2017,28.14,58.53,67.2,72.92,77.57,81.14,84.2,86.92,89.74,93.25,100.17
Estonia,EST,2018,29.87,58.51,67.21,72.71,77.48,81.17,84.36,87.21,89.93,93.32,99.7
Estonia,EST,2019,29.24,58.96,67.67,73.46,77.92,81.59,84.72,87.48,90.39,93.78,100.49
Finland,FIN,1878,0.06,0.72,2.82,17.61,37.66,51.84,60.92,67.1,72.58,78.32,88.41
Finland,FIN,1879,0.07,1.25,9.31,31.98,48.05,58.49,65.23,70.64,75.13,80.4,90.43
Finland,FIN,1880,0.06,0.84,3.77,20.17,38.21,51.42,60.28,66.84,72.26,77.86,87.75
Finland,FIN,1881,0.06,0.72,2.85,12.07,32.36,48.74,59.74,66.73,72.21,77.98,87.99
Finland,FIN,1882,0.06,0.77,3.3,17.79,38.31,53.68,62.82,69.06,74.46,79.93,89.77
Finland,FIN,1883,0.07,1.07,5.2,25.44,43.85,56.4,64.22,69.73,74.69,80.04,90.04
Finland,FIN,1884,0.06,1.01,5.39,27.3,44.83,56.77,64.28,69.6,74.44,79.56,88.92
Finland,FIN,1885,0.06,0.83,3.68,21.81,41.76,55.31,63.36,69.01,73.83,79.06,88.41
Finland,FIN,1886,0.06,0.86,3.69,20.5,39.79,54.17,62.86,68.73,73.79,79.2,89.17
Finland,FIN,1887,0.07,1.43,13.36,33.17,48.36,58.62,65.51,70.6,75.51,80.85,90.56
Finland,FIN,1888,0.07,1.19,14.82,34.18,48.89,58.6,65.09,70.03,74.65,79.76,88.61
Finland,FIN,1889,0.07,1.25,10.26,31.93,47.37,58.05,65.08,70.35,75.07,80.32,89.77
Finland,FIN,1890,0.07,1.21,8.22,29.48,45.9,57.54,65.09,70.63,75.36,80.43,89.75
Finland,FIN,1891,0.07,1.02,4.25,22.55,42.02,55.71,64.23,69.81,74.75,80.01,89.47
Finland,FIN,1892,0.07,0.86,3.3,16.76,36.43,51.92,61.43,67.63,72.82,78.1,87.17
Finland,FIN,1893,0.08,1.31,6.19,26.68,43.94,55.68,63.9,69.14,73.84,78.89,88.17
Finland,FIN,1894,0.08,1.32,8.72,30.44,47.6,58.2,65.64,70.79,75.5,80.45,89.56
Finland,FIN,1895,0.08,1.83,18.22,37.17,51.38,60.66,66.99,71.77,76.23,81.22,90.15
Finland,FIN,1896,0.08,1.43,16.05,34.74,50.19,59.97,66.78,71.51,75.98,80.88,90.13
Finland,FIN,1897,0.08,1.79,20.04,38.73,52.6,61.41,67.53,71.98,76.37,81.28,90.08
Finland,FIN,1898,0.08,1.62,18.33,37.54,52.87,62.03,68.19,72.69,77.01,81.86,90.45
Finland,FIN,1899,0.07,1.19,7.16,27.86,45.8,58.01,65.44,70.82,75.35,80.32,89.24
Finland,FIN,1900,0.07,0.98,4.53,21.14,40.05,54.78,63.78,69.82,74.78,80,89.07
Finland,FIN,1901,0.07,1.1,5.44,23.73,42.29,56.33,64.57,70.26,75.11,80.51,89.71
Finland,FIN,1902,0.08,1.49,13.76,32.71,49.12,59.5,66.31,71.44,75.94,80.94,89.59
Finland,FIN,1903,0.08,1.45,12.88,32.47,49.39,60.09,66.84,72.02,76.59,81.66,90.81
Finland,FIN,1904,0.08,1.76,16.63,34.66,50.53,60.54,66.86,71.89,76.16,81.12,90.24
Finland,FIN,1905,0.08,1.45,13.55,32.22,48.82,59.32,66.23,71.47,76.15,81.17,90.18
Finland,FIN,1906,0.08,1.69,14.71,33.23,49.31,60.11,66.85,72.09,76.92,82.14,91.16
Finland,FIN,1907,0.09,1.92,15.9,33.64,49.34,59.67,66.18,71.3,75.94,80.9,89.59
Finland,FIN,1908,0.08,1.6,14.53,32.62,48.21,58.82,65.65,70.88,75.76,80.63,89.83
Finland,FIN,1909,0.09,2.45,20.1,38.14,52.15,61.35,67.55,72.49,77.06,81.76,90.5
Finland,FIN,1910,0.09,2.02,19.36,37.08,52.2,61.48,67.82,72.72,77.38,82.27,91.52
Finland,FIN,1911,0.09,2.37,20.57,38.18,52.17,61.26,67.51,72.33,76.8,81.72,90.48
Finland,FIN,1912,0.09,2.88,21.94,39.09,52.65,61.41,67.45,72.34,76.72,81.49,90.4
Finland,FIN,1913,0.09,2.76,22.05,38.7,52.5,61.13,67.31,72.15,76.87,81.73,90.29
Finland,FIN,1914,0.1,3.12,22.9,39.84,53.17,61.64,67.72,72.47,76.95,81.83,90.63
Finland,FIN,1915,0.1,3.1,23.18,40.23,53.41,61.59,67.38,72.13,76.38,81.13,89.68
Finland,FIN,1916,0.1,2.46,20.12,36.38,50.39,59.64,66.21,71.26,75.9,80.91,89.85
Finland,FIN,1917,0.09,2.04,18.1,34.66,49.07,58.39,64.96,70.01,74.59,79.72,88.27
Finland,FIN,1918,0.09,1.68,9.96,19.57,23.63,29.03,37.28,48.44,61.9,72.86,85.9
Finland,FIN,1919,0.08,1.42,8.08,25.21,40.03,53.49,62.2,68.61,73.92,79.36,88.61
Finland,FIN,1920,0.1,2.31,19.4,33.38,48.05,58.6,65.77,71.42,76.45,81.87,91.83
Finland,FIN,1921,0.11,7.81,29.41,45.6,56.74,63.8,69.18,73.46,77.57,82.35,90.85
Finland,FIN,1922,0.11,6.61,28.5,45.29,56.48,63.46,68.59,72.98,77.09,81.75,90.58
Finland,FIN,1923,0.11,5.98,28.35,45.9,56.92,63.84,69.22,73.75,78,82.71,91.68
Finland,FIN,1924,0.1,4.34,25.43,42,53.95,61.76,67.45,72.12,76.46,81.3,90.1
Finland,FIN,1925,0.12,13.22,30.61,46.49,56.75,63.75,69.12,73.66,78.08,82.85,91.72
Finland,FIN,1926,0.13,13.82,31.64,47.62,57.38,64.17,69.37,73.77,78.11,82.89,91.44
Finland,FIN,1927,0.11,8.65,28.37,44.61,55.63,62.76,68.28,72.82,77.28,82.1,90.68
Finland,FIN,1928,0.12,14.1,31.71,47.66,57.23,63.99,69.18,73.49,77.93,82.79,91.65
Finland,FIN,1929,0.11,9.4,28,43.56,54.53,61.99,67.41,72.1,76.72,81.64,90.49
Finland,FIN,1930,0.14,16.1,32.39,47.68,57.42,64.18,69.38,73.94,78.38,83.36,92.01
Finland,FIN,1931,0.15,17.67,34.75,48.97,58.08,64.38,69.3,73.71,77.83,82.59,91.05
Finland,FIN,1932,0.16,17.98,36.02,50.53,59.04,65,70.01,74.27,78.41,83.43,92.52
Finland,FIN,1933,0.15,16.84,36.41,50.42,59.07,65.07,69.74,74.02,78,82.79,91.51
Finland,FIN,1934,0.15,16.82,37.2,51.68,59.92,65.74,70.2,74.39,78.65,83.55,92.95
Finland,FIN,1935,0.16,20.16,40.45,53.57,61.23,66.44,70.82,74.89,78.81,83.48,92.76
Finland,FIN,1936,0.17,19.11,38.25,51.69,59.62,65.06,69.57,73.78,77.7,82.23,91.41
Finland,FIN,1937,0.16,20.45,40.37,53.24,60.79,66.11,70.55,74.41,78.46,83.31,93.04
Finland,FIN,1938,0.16,20.91,40.7,53.31,60.68,66.18,70.59,74.48,78.41,83.1,93.45
Finland,FIN,1939,0.16,19.94,31.58,47.64,57.89,64.28,69.06,73.28,77.48,82.35,91.75
Finland,FIN,1940,0.14,16.43,23.6,28.97,37.63,52.33,62.17,68.82,74.42,79.98,89.89
Finland,FIN,1941,0.16,19.51,22.88,27.72,34.74,48.25,61.09,68.74,74.79,80.6,90.47
