Entity,Code,Year,Population density of the top 100 most populous cities,Population density of the top 100 most populous cities (projected) (Projected),Population density of the top 100 most populous cities (Annotations),Population density of the top 100 most populous cities (projected) (Annotations)
Dar es Salaam,,2080,,10989.449,,Tanzania
Dar es Salaam,,2085,,11031.066,,Tanzania
Dar es Salaam,,2090,,11181.315,,Tanzania
Dar es Salaam,,2095,,11301.712,,Tanzania
Dar es Salaam,,2100,,11510.437,,Tanzania
Dhaka,,1975,6919.1953,,Bangladesh,
Dhaka,,1980,7366.424,,Bangladesh,
Dhaka,,1985,7393.124,,Bangladesh,
Dhaka,,1990,7252.3237,,Bangladesh,
Dhaka,,1995,7489.467,,Bangladesh,
Dhaka,,2000,6845.1494,,Bangladesh,
Dhaka,,2005,6525.5557,,Bangladesh,
Dhaka,,2010,6404.271,,Bangladesh,
Dhaka,,2015,6114.223,,Bangladesh,
Dhaka,,2020,5524.9585,5524.9585,Bangladesh,Bangladesh
Dhaka,,2025,,5370.7397,,Bangladesh
Dhaka,,2030,,5302.646,,Bangladesh
Dhaka,,2035,,5302.6724,,Bangladesh
Dhaka,,2040,,5398.478,,Bangladesh
Dhaka,,2045,,5539.112,,Bangladesh
Dhaka,,2050,,5687.1626,,Bangladesh
Dhaka,,2055,,5842.605,,Bangladesh
Dhaka,,2060,,5978.2207,,Bangladesh
Dhaka,,2065,,6073.0117,,Bangladesh
Dhaka,,2070,,6130.4326,,Bangladesh
Dhaka,,2075,,6159.4863,,Bangladesh
Dhaka,,2080,,6177.1553,,Bangladesh
Dhaka,,2085,,6173.813,,Bangladesh
Dhaka,,2090,,6157.5146,,Bangladesh
Dhaka,,2095,,6105.61,,Bangladesh
Dhaka,,2100,,6041.879,,Bangladesh
Dubai,,1980,2717.2527,,United Arab Emirates,
Dubai,,1985,2551.1873,,United Arab Emirates,
Dubai,,1990,2686.0593,,United Arab Emirates,
Dubai,,1995,2778.1653,,United Arab Emirates,
Dubai,,2000,3211.2944,,United Arab Emirates,
Dubai,,2005,3663.0469,,United Arab Emirates,
Dubai,,2010,3528.4602,,United Arab Emirates,
Dubai,,2015,4702.0015,,United Arab Emirates,
Dubai,,2020,5265.7217,5265.7217,United Arab Emirates,United Arab Emirates
Dubai,,2025,,5851.3716,,United Arab Emirates
Dubai,,2030,,5914.1675,,United Arab Emirates
Dubai,,2035,,6113.6157,,United Arab Emirates
Dubai,,2040,,6350.2515,,United Arab Emirates
Dubai,,2045,,6527.551,,United Arab Emirates
Dubai,,2050,,6639.2827,,United Arab Emirates
Dubai,,2055,,6547.446,,United Arab Emirates
Dubai,,2060,,6723.3,,United Arab Emirates
Dubai,,2065,,6781.1,,United Arab Emirates
Dubai,,2070,,7006.872,,United Arab Emirates
Dubai,,2075,,7127.638,,United Arab Emirates
Dubai,,2080,,7348.2485,,United Arab Emirates
Dubai,,2085,,7487.7236,,United Arab Emirates
Dubai,,2090,,7544.6763,,United Arab Emirates
Dubai,,2095,,7669.42,,United Arab Emirates
Dubai,,2100,,7731.3438,,United Arab Emirates
Faisalabad,,1975,7624.1997,,Pakistan,
Faisalabad,,1980,7902.9453,,Pakistan,
Faisalabad,,1985,8679.937,,Pakistan,
Faisalabad,,1990,9662.299,,Pakistan,
Faisalabad,,1995,10572.917,,Pakistan,
Faisalabad,,2000,11312.268,,Pakistan,
Faisalabad,,2005,11938.269,,Pakistan,
Faisalabad,,2010,13377.483,,Pakistan,
Faisalabad,,2015,14676.561,,Pakistan,
Faisalabad,,2020,16527.256,16527.256,Pakistan,Pakistan
Faisalabad,,2025,,16323.701,,Pakistan
Faisalabad,,2030,,16726.215,,Pakistan
Faisalabad,,2035,,16051.377,,Pakistan
Faisalabad,,2040,,16385.783,,Pakistan
Faisalabad,,2045,,16511.361,,Pakistan
Faisalabad,,2050,,16924.197,,Pakistan
Faisalabad,,2055,,17210.762,,Pakistan
Faisalabad,,2060,,16718.986,,Pakistan
Faisalabad,,2065,,16721.67,,Pakistan
Faisalabad,,2070,,16337.533,,Pakistan
Faisalabad,,2075,,15430.617,,Pakistan
Faisalabad,,2080,,15274.813,,Pakistan
Faisalabad,,2085,,15088.217,,Pakistan
Faisalabad,,2090,,14838.012,,Pakistan
Faisalabad,,2095,,14083.413,,Pakistan
Faisalabad,,2100,,13847.738,,Pakistan
Guangzhou,,1975,4937.658,,China,
Guangzhou,,1980,4667.0913,,China,
Guangzhou,,1985,4785.475,,China,
Guangzhou,,1990,4934.875,,China,
Guangzhou,,1995,4532.6406,,China,
Guangzhou,,2000,5511.406,,China,
Guangzhou,,2005,5624.4087,,China,
Guangzhou,,2010,5806.3813,,China,
Guangzhou,,2015,5835.635,,China,
Guangzhou,,2020,6060.421,6060.421,China,China
Guangzhou,,2025,,6068.5537,,China
Guangzhou,,2030,,6076.156,,China
Guangzhou,,2035,,6121.4683,,China
Guangzhou,,2040,,6125.966,,China
Guangzhou,,2045,,6110.871,,China
Guangzhou,,2050,,6050.709,,China
Guangzhou,,2055,,5986.574,,China
Guangzhou,,2060,,5916.7354,,China
Guangzhou,,2065,,5734.767,,China
Guangzhou,,2070,,5618.768,,China
Guangzhou,,2075,,5511.031,,China
Guangzhou,,2080,,5391.2017,,China
Guangzhou,,2085,,5223.2734,,China
Guangzhou,,2090,,5153.9116,,China
Guangzhou,,2095,,5036.1685,,China
Guangzhou,,2100,,4894.1514,,China
Hajipur,,1975,7459.617,,India,
Hajipur,,1980,6367.662,,India,
Hajipur,,1985,5733.304,,India,
Hajipur,,1990,4434.3145,,India,
Hajipur,,1995,4233.4385,,India,
Hajipur,,2000,4097.2046,,India,
Hajipur,,2005,3797.7983,,India,
Hajipur,,2010,3369.2712,,India,
Hajipur,,2015,3318.1692,,India,
Hajipur,,2020,3150.4302,3150.4302,India,India
Hajipur,,2025,,3215.236,,India
Hajipur,,2030,,3261.587,,India
Hajipur,,2035,,3334.9338,,India
Hajipur,,2040,,3430.713,,India
Hajipur,,2045,,3512.4272,,India
Hajipur,,2050,,3601.0054,,India
Hajipur,,2055,,3660.52,,India
Hajipur,,2060,,3709.1177,,India
Hajipur,,2065,,3741.0193,,India
Hajipur,,2070,,3745.6467,,India
Hajipur,,2075,,3746.3843,,India
Hajipur,,2080,,3731.4954,,India
Hajipur,,2085,,3702.6233,,India
Hajipur,,2090,,3696.133,,India
Hajipur,,2095,,3643.483,,India
Hajipur,,2100,,3590.6067,,India
Hangzhou,,1975,5432.272,,China,
Hangzhou,,1980,5019.2227,,China,
Hangzhou,,1985,4638.1343,,China,
Hangzhou,,1990,4392.974,,China,
Hangzhou,,1995,4699.4785,,China,
Hangzhou,,2000,5040.5044,,China,
Hangzhou,,2005,5109.322,,China,
Hangzhou,,2010,4804.258,,China,
Hangzhou,,2015,4697.0674,,China,
Hangzhou,,2020,4717.2095,4717.2095,China,China
Hangzhou,,2025,,4658.514,,China
Hangzhou,,2030,,4687.6343,,China
Hangzhou,,2035,,4724.33,,China
Hangzhou,,2040,,4741.9346,,China
Hangzhou,,2045,,4736.1724,,China
Hangzhou,,2050,,4667.6055,,China
Hangzhou,,2055,,4648.8286,,China
Hangzhou,,2060,,4613.3276,,China
Hangzhou,,2065,,4552.3945,,China
Hangzhou,,2070,,4492.5063,,China
Hangzhou,,2075,,4414.0024,,China
Hangzhou,,2080,,4356.814,,China
Hangzhou,,2085,,4249.264,,China
Hangzhou,,2090,,4199.566,,China
Hangzhou,,2095,,4270.3643,,China
Hangzhou,,2100,,4165.5566,,China
Hanoi,,1975,7501.762,,Vietnam,
Hanoi,,1980,7418.464,,Vietnam,
Hanoi,,1985,6562.812,,Vietnam,
Hanoi,,1990,6511.322,,Vietnam,
Hanoi,,1995,5440.127,,Vietnam,
Hanoi,,2000,5296.0273,,Vietnam,
Hanoi,,2005,5445.176,,Vietnam,
Hanoi,,2010,5446.638,,Vietnam,
Hanoi,,2015,5598.977,,Vietnam,
Hanoi,,2020,5689.2363,5689.2363,Vietnam,Vietnam
Hanoi,,2025,,5825.763,,Vietnam
Hanoi,,2030,,5802.341,,Vietnam
Hanoi,,2035,,5774.4565,,Vietnam
Hanoi,,2040,,5845.2954,,Vietnam
Hanoi,,2045,,5789.1724,,Vietnam
Hanoi,,2050,,5701.817,,Vietnam
Hanoi,,2055,,5623.5547,,Vietnam
Hanoi,,2060,,5622.7544,,Vietnam
Hanoi,,2065,,5548.1626,,Vietnam
Hanoi,,2070,,5456.241,,Vietnam
Hanoi,,2075,,5331.201,,Vietnam
Hanoi,,2080,,5296.371,,Vietnam
Hanoi,,2085,,5178.987,,Vietnam
Hanoi,,2090,,5299.777,,Vietnam
Hanoi,,2095,,5289.7207,,Vietnam
Hanoi,,2100,,5304.982,,Vietnam
Harbin,,1975,7579.9946,,China,
Harbin,,1980,7598.8013,,China,
Harbin,,1985,7740.3784,,China,
Harbin,,1990,7812.211,,China,
Harbin,,1995,8727.166,,China,
Harbin,,2000,9444.703,,China,
Harbin,,2005,9769.498,,China,
Harbin,,2010,9890.94,,China,
Harbin,,2015,10141.581,,China,
Harbin,,2020,10511.092,10511.092,China,China
Harbin,,2025,,10494.626,,China
Harbin,,2030,,10376.738,,China
Harbin,,2035,,10297.433,,China
Harbin,,2040,,10174.008,,China
Harbin,,2045,,10130.724,,China
Harbin,,2050,,9954.151,,China
Harbin,,2055,,9779.683,,China
Harbin,,2060,,9570.565,,China
Harbin,,2065,,9531.15,,China
Harbin,,2070,,9491.468,,China
Harbin,,2075,,9564.889,,China
Harbin,,2080,,9486.446,,China
Harbin,,2085,,9241.137,,China
Harbin,,2090,,8958.061,,China
Harbin,,2095,,8598.15,,China
Harbin,,2100,,8351.971,,China
Hefei,,1975,6877.9097,,China,
Hefei,,1980,7266.293,,China,
Hefei,,1985,7453.8374,,China,
Hefei,,1990,8043.2573,,China,
Hefei,,1995,8758.173,,China,
Hefei,,2000,8181.6226,,China,
Hefei,,2005,8666.232,,China,
Hefei,,2010,8854.716,,China,
Hefei,,2015,8790.075,,China,
Hefei,,2020,9715.233,9715.233,China,China
Hefei,,2025,,9733.999,,China
Hefei,,2030,,9628.683,,China
Hefei,,2035,,9689.769,,China
Hefei,,2040,,9650.385,,China
Hefei,,2045,,10057.927,,China
Hefei,,2050,,9813.684,,China
Hefei,,2055,,10006.12,,China
Hefei,,2060,,9650.505,,China
Hefei,,2065,,9497.222,,China
Hefei,,2070,,9146.504,,China
Hefei,,2075,,9228.595,,China
Hefei,,2080,,8811.75,,China
Hefei,,2085,,8606.01,,China
Hefei,,2090,,8658.155,,China
Hefei,,2095,,8577.294,,China
Hefei,,2100,,8387.563,,China
Ho Chi Minh City,,1975,7592.4634,,Vietnam,
Ho Chi Minh City,,1980,7125.824,,Vietnam,
Ho Chi Minh City,,1985,5582.9688,,Vietnam,
Ho Chi Minh City,,1990,5249.695,,Vietnam,
Ho Chi Minh City,,1995,5263.642,,Vietnam,
Ho Chi Minh City,,2000,6198.2354,,Vietnam,
Ho Chi Minh City,,2005,6645.964,,Vietnam,
Ho Chi Minh City,,2010,7294.5967,,Vietnam,
Ho Chi Minh City,,2015,8174.8535,,Vietnam,
Ho Chi Minh City,,2020,8970.315,8970.315,Vietnam,Vietnam
Ho Chi Minh City,,2025,,9089.724,,Vietnam
Ho Chi Minh City,,2030,,9217.146,,Vietnam
Ho Chi Minh City,,2035,,9323.843,,Vietnam
Ho Chi Minh City,,2040,,9489.894,,Vietnam
Ho Chi Minh City,,2045,,9575.196,,Vietnam
Ho Chi Minh City,,2050,,9609.746,,Vietnam
Ho Chi Minh City,,2055,,9624.74,,Vietnam
Ho Chi Minh City,,2060,,9523.63,,Vietnam
Ho Chi Minh City,,2065,,9494.581,,Vietnam
Ho Chi Minh City,,2070,,9453.105,,Vietnam
Ho Chi Minh City,,2075,,9458.18,,Vietnam
Ho Chi Minh City,,2080,,9424.393,,Vietnam
Ho Chi Minh City,,2085,,9336.111,,Vietnam
Ho Chi Minh City,,2090,,9258.804,,Vietnam
Ho Chi Minh City,,2095,,9164.058,,Vietnam
Ho Chi Minh City,,2100,,9043.964,,Vietnam
Hong Kong,HKG,1975,16075.5,,China,
Hong Kong,HKG,1980,17225.281,,China,
Hong Kong,HKG,1985,18019.46,,China,
Hong Kong,HKG,1990,17827.947,,China,
Hong Kong,HKG,1995,19387.902,,China,
Hong Kong,HKG,2000,20998.664,,China,
Hong Kong,HKG,2005,21585.959,,China,
Hong Kong,HKG,2010,21191.627,,China,
Hong Kong,HKG,2015,21817.035,,China,
Hong Kong,HKG,2020,21763.14,21763.14,China,China
Hong Kong,HKG,2025,,21687.41,,China
Hong Kong,HKG,2030,,21469.688,,China
Hong Kong,HKG,2035,,20982.447,,China
Hong Kong,HKG,2040,,20299.752,,China
Hong Kong,HKG,2045,,19381.219,,China
Hong Kong,HKG,2050,,17942.031,,China
Hong Kong,HKG,2055,,16704.934,,China
Hong Kong,HKG,2060,,15720.305,,China
Hong Kong,HKG,2065,,14433.876,,China
Hong Kong,HKG,2070,,13936.996,,China
Hong Kong,HKG,2075,,12661.623,,China
Hong Kong,HKG,2080,,11438.228,,China
Hong Kong,HKG,2085,,10782.045,,China
Hong Kong,HKG,2090,,9784.561,,China
Hong Kong,HKG,2095,,9335.112,,China
Hong Kong,HKG,2100,,8510.985,,China
Hyderabad,,1975,6973.8926,,India,
Hyderabad,,1980,7697.1177,,India,
Hyderabad,,1985,8569.664,,India,
Hyderabad,,1990,9814.447,,India,
Hyderabad,,1995,9861.205,,India,
Hyderabad,,2000,9861.06,,India,
Hyderabad,,2005,9803.068,,India,
Hyderabad,,2010,9867.463,,India,
Hyderabad,,2015,10065.523,,India,
Hyderabad,,2020,10468.291,10468.291,India,India
Hyderabad,,2025,,10338.353,,India
Hyderabad,,2030,,10457.302,,India
Hyderabad,,2035,,10427.576,,India
Hyderabad,,2040,,10423.434,,India
Hyderabad,,2045,,10427.372,,India
Hyderabad,,2050,,10387.919,,India
Hyderabad,,2055,,10296.399,,India
Hyderabad,,2060,,10242.695,,India
Hyderabad,,2065,,10173.198,,India
Hyderabad,,2070,,10112.68,,India
Hyderabad,,2075,,10024.536,,India
Hyderabad,,2080,,9904.343,,India
Hyderabad,,2085,,9847.937,,India
Hyderabad,,2090,,9689.824,,India
Hyderabad,,2095,,9540.9,,India
Hyderabad,,2100,,9393.161,,India
Islamabad,,1975,6275.814,,Pakistan,
Islamabad,,1980,6191.6196,,Pakistan,
Islamabad,,1985,5529.8257,,Pakistan,
Islamabad,,1990,6058.9077,,Pakistan,
Islamabad,,1995,6621.8003,,Pakistan,
Islamabad,,2000,7753.8857,,Pakistan,
Islamabad,,2005,7535.4834,,Pakistan,
Islamabad,,2010,8046.642,,Pakistan,
Islamabad,,2015,8153.543,,Pakistan,
Islamabad,,2020,8281.531,8281.531,Pakistan,Pakistan
Islamabad,,2025,,8694.247,,Pakistan
Islamabad,,2030,,8871.392,,Pakistan
Islamabad,,2035,,9296.727,,Pakistan
Islamabad,,2040,,9347.916,,Pakistan
Islamabad,,2045,,9464.77,,Pakistan
Islamabad,,2050,,9513.492,,Pakistan
Islamabad,,2055,,9599.037,,Pakistan
Islamabad,,2060,,9755.907,,Pakistan
Islamabad,,2065,,9747.267,,Pakistan
Islamabad,,2070,,9528.739,,Pakistan
Islamabad,,2075,,9354.8125,,Pakistan
Islamabad,,2080,,9115.231,,Pakistan
Islamabad,,2085,,9162.563,,Pakistan
Islamabad,,2090,,9215.189,,Pakistan
Islamabad,,2095,,9097.657,,Pakistan
Islamabad,,2100,,9120.086,,Pakistan
Istanbul,,1975,7247.5317,,Turkey,
Istanbul,,1980,8093.7896,,Turkey,
Istanbul,,1985,8927.6455,,Turkey,
Istanbul,,1990,9771.692,,Turkey,
Istanbul,,1995,9694.801,,Turkey,
Istanbul,,2000,9335.91,,Turkey,
Istanbul,,2005,9926.435,,Turkey,
Istanbul,,2010,11226.091,,Turkey,
Istanbul,,2015,11300.654,,Turkey,
Istanbul,,2020,11604.303,11604.303,Turkey,Turkey
Istanbul,,2025,,11841.296,,Turkey
Istanbul,,2030,,11947.219,,Turkey
Istanbul,,2035,,12141.849,,Turkey
Istanbul,,2040,,12297.194,,Turkey
Istanbul,,2045,,12147.04,,Turkey
Istanbul,,2050,,12130.438,,Turkey
Istanbul,,2055,,12104.754,,Turkey
Istanbul,,2060,,11979.996,,Turkey
Istanbul,,2065,,11796.721,,Turkey
Istanbul,,2070,,11563.49,,Turkey
Istanbul,,2075,,11269.544,,Turkey
Istanbul,,2080,,11035.923,,Turkey
Istanbul,,2085,,10654.9,,Turkey
Istanbul,,2090,,10324.727,,Turkey
Istanbul,,2095,,9953.588,,Turkey
Istanbul,,2100,,9547.544,,Turkey
Jakarta,,1975,5532.814,,Indonesia,
Jakarta,,1980,5750.894,,Indonesia,
Jakarta,,1985,5690.207,,Indonesia,
Jakarta,,1990,5975.846,,Indonesia,
Jakarta,,1995,6195.4336,,Indonesia,
Jakarta,,2000,6454.4683,,Indonesia,
Jakarta,,2005,6954.152,,Indonesia,
Jakarta,,2010,7470.9595,,Indonesia,
Jakarta,,2015,7947.75,,Indonesia,
Jakarta,,2020,8364.197,8364.197,Indonesia,Indonesia
Jakarta,,2025,,8583.629,,Indonesia
Jakarta,,2030,,8710.226,,Indonesia
Jakarta,,2035,,8740.335,,Indonesia
Jakarta,,2040,,8800.531,,Indonesia
Jakarta,,2045,,8820.459,,Indonesia
Jakarta,,2050,,8836.896,,Indonesia
Jakarta,,2055,,8849.021,,Indonesia
Jakarta,,2060,,8858.941,,Indonesia
Jakarta,,2065,,8837.774,,Indonesia
Jakarta,,2070,,8785.1455,,Indonesia
Jakarta,,2075,,8738.05,,Indonesia
Jakarta,,2080,,8645.565,,Indonesia
Jakarta,,2085,,8553.167,,Indonesia
Jakarta,,2090,,8461.854,,Indonesia
Jakarta,,2095,,8309.837,,Indonesia
Jakarta,,2100,,8177.9087,,Indonesia
Johannesburg,,1975,3344.3623,,South Africa,
Johannesburg,,1980,3371.3801,,South Africa,
Johannesburg,,1985,3620.1785,,South Africa,
Johannesburg,,1990,3910.607,,South Africa,
Johannesburg,,1995,4284.916,,South Africa,
Johannesburg,,2000,4522.554,,South Africa,
Johannesburg,,2005,3885.4836,,South Africa,
Johannesburg,,2010,3962.9138,,South Africa,
Johannesburg,,2015,4312.558,,South Africa,
Johannesburg,,2020,4740.892,4740.892,South Africa,South Africa
Johannesburg,,2025,,4897.699,,South Africa
Johannesburg,,2030,,4988.3125,,South Africa
Johannesburg,,2035,,5108.265,,South Africa
Johannesburg,,2040,,5285.246,,South Africa
Johannesburg,,2045,,5373.673,,South Africa
Johannesburg,,2050,,5490.1606,,South Africa
Johannesburg,,2055,,5484.6523,,South Africa
Johannesburg,,2060,,5592.129,,South Africa
Johannesburg,,2065,,5585.8096,,South Africa
Johannesburg,,2070,,5581.701,,South Africa
Johannesburg,,2075,,5610.348,,South Africa
Johannesburg,,2080,,5621.91,,South Africa
Johannesburg,,2085,,5651.153,,South Africa
Johannesburg,,2090,,5687.7954,,South Africa
Johannesburg,,2095,,5725.335,,South Africa
Johannesburg,,2100,,5748.1646,,South Africa
Kabul,,1975,3853.8767,,Afghanistan,
Kabul,,1980,5159.212,,Afghanistan,
Kabul,,1985,6376.251,,Afghanistan,
Kabul,,1990,8000.057,,Afghanistan,
Kabul,,1995,8951.315,,Afghanistan,
Kabul,,2000,10482.262,,Afghanistan,
Kabul,,2005,11349.307,,Afghanistan,
Kabul,,2010,12514.011,,Afghanistan,
Kabul,,2015,13640.678,,Afghanistan,
Kabul,,2020,15289.416,15289.416,Afghanistan,Afghanistan
Kabul,,2025,,14600.354,,Afghanistan
Kabul,,2030,,14412.21,,Afghanistan
Kabul,,2035,,14763.037,,Afghanistan
Kabul,,2040,,15390.102,,Afghanistan
Kabul,,2045,,15790.665,,Afghanistan
Kabul,,2050,,16233.27,,Afghanistan
Kabul,,2055,,16202.486,,Afghanistan
Kabul,,2060,,16400.225,,Afghanistan
Kabul,,2065,,16254.559,,Afghanistan
Kabul,,2070,,16265.761,,Afghanistan
Kabul,,2075,,16623.662,,Afghanistan
Kabul,,2080,,16674.145,,Afghanistan
Kabul,,2085,,16748.01,,Afghanistan
Kabul,,2090,,16843.223,,Afghanistan
Kabul,,2095,,16966.633,,Afghanistan
Kabul,,2100,,17105.475,,Afghanistan
Kampala,,1975,3511.7173,,Uganda,
Kampala,,1980,3721.594,,Uganda,
Kampala,,1985,4209.485,,Uganda,
Kampala,,1990,4522.437,,Uganda,
Kampala,,1995,4609.031,,Uganda,
Kampala,,2000,4611.1865,,Uganda,
Kampala,,2005,4878.382,,Uganda,
Kampala,,2010,4795.174,,Uganda,
Kampala,,2015,5185.3447,,Uganda,
Kampala,,2020,5629.0854,5629.0854,Uganda,Uganda
Kampala,,2025,,5981.548,,Uganda
Kampala,,2030,,6335.431,,Uganda
Kampala,,2035,,6531.314,,Uganda
Kampala,,2040,,6694.736,,Uganda
Kampala,,2045,,6621.9766,,Uganda
Kampala,,2050,,6834.3057,,Uganda
Kampala,,2055,,6912.0874,,Uganda
Kampala,,2060,,7026.404,,Uganda
Kampala,,2065,,6984.524,,Uganda
Kampala,,2070,,6956.255,,Uganda
Kampala,,2075,,6947.5664,,Uganda
Kampala,,2080,,6754.102,,Uganda
Kampala,,2085,,6637.1826,,Uganda
Kampala,,2090,,6488.3813,,Uganda
Kampala,,2095,,6504.3813,,Uganda
Kampala,,2100,,6482.9116,,Uganda
Kano,,1975,4835,,Nigeria,
Kano,,1980,6680.734,,Nigeria,
Kano,,1985,7410.3247,,Nigeria,
Kano,,1990,7716.388,,Nigeria,
Kano,,1995,8527.03,,Nigeria,
Kano,,2000,9219.843,,Nigeria,
Kano,,2005,9589.909,,Nigeria,
Kano,,2010,10506.695,,Nigeria,
Kano,,2015,10737.577,,Nigeria,
Kano,,2020,11281.265,11281.265,Nigeria,Nigeria
Kano,,2025,,11256.465,,Nigeria
Kano,,2030,,11395.292,,Nigeria
Kano,,2035,,11332.893,,Nigeria
Kano,,2040,,10698.323,,Nigeria
Kano,,2045,,9656.998,,Nigeria
Kano,,2050,,9727.221,,Nigeria
Kano,,2055,,9808.401,,Nigeria
Kano,,2060,,9085.646,,Nigeria
Kano,,2065,,8722.384,,Nigeria
Kano,,2070,,8556.094,,Nigeria
Kano,,2075,,8525.262,,Nigeria
Kano,,2080,,8280.771,,Nigeria
Kano,,2085,,8305.872,,Nigeria
Kano,,2090,,8280.575,,Nigeria
Kano,,2095,,8250.853,,Nigeria
Kano,,2100,,8222.522,,Nigeria
Kanpur,,1975,10976.921,,India,
Kanpur,,1980,11638.941,,India,
Kanpur,,1985,12034.737,,India,
Kanpur,,1990,12614.995,,India,
Kanpur,,1995,14102.633,,India,
Kanpur,,2000,15686.194,,India,
Kanpur,,2005,16161.583,,India,
Kanpur,,2010,16172.493,,India,
Kanpur,,2015,16364.036,,India,
Kanpur,,2020,14503.992,14503.992,India,India
Kanpur,,2025,,14150.24,,India
Kanpur,,2030,,13827.173,,India
Kanpur,,2035,,13817.437,,India
Kanpur,,2040,,13524.355,,India
Kanpur,,2045,,13655.389,,India
Kanpur,,2050,,13521.513,,India
Kanpur,,2055,,13571.412,,India
Kanpur,,2060,,13521.275,,India
Kanpur,,2065,,13506.284,,India
Kanpur,,2070,,13352.717,,India
Kanpur,,2075,,13338.065,,India
Kanpur,,2080,,13196.288,,India
Kanpur,,2085,,13053.443,,India
Kanpur,,2090,,12879.606,,India
Kanpur,,2095,,12705.671,,India
Kanpur,,2100,,12522.106,,India
Karachi,,1975,10058.046,,Pakistan,
Karachi,,1980,11300.52,,Pakistan,
Karachi,,1985,12636.233,,Pakistan,
Karachi,,1990,13164.135,,Pakistan,
Karachi,,1995,15108.597,,Pakistan,
Karachi,,2000,16795.494,,Pakistan,
Karachi,,2005,17998.174,,Pakistan,
Karachi,,2010,19593.615,,Pakistan,
Karachi,,2015,20942.748,,Pakistan,
Karachi,,2020,24327.834,24327.834,Pakistan,Pakistan
Karachi,,2025,,24623.666,,Pakistan
Karachi,,2030,,26545.158,,Pakistan
Karachi,,2035,,26892.605,,Pakistan
Karachi,,2040,,27692.834,,Pakistan
Karachi,,2045,,28424.818,,Pakistan
Karachi,,2050,,28766.959,,Pakistan
Karachi,,2055,,29606.627,,Pakistan
Karachi,,2060,,30740.836,,Pakistan
Karachi,,2065,,31499.088,,Pakistan
Karachi,,2070,,31653.3,,Pakistan
Karachi,,2075,,32089.1,,Pakistan
Karachi,,2080,,32787.42,,Pakistan
Karachi,,2085,,32448.951,,Pakistan
Karachi,,2090,,31685.682,,Pakistan
Karachi,,2095,,30916.14,,Pakistan
Karachi,,2100,,30277.883,,Pakistan
Khartoum,,1975,3886.3953,,Sudan,
Khartoum,,1980,3372.4001,,Sudan,
Khartoum,,1985,3842.9866,,Sudan,
Khartoum,,1990,4588.3223,,Sudan,
Khartoum,,1995,4989.7764,,Sudan,
Khartoum,,2000,5092.4907,,Sudan,
Khartoum,,2005,5568.2925,,Sudan,
Khartoum,,2010,6074.456,,Sudan,
Khartoum,,2015,6559.7915,,Sudan,
Khartoum,,2020,7000.704,7000.704,Sudan,Sudan
Khartoum,,2025,,7012.7246,,Sudan
Khartoum,,2030,,7282.058,,Sudan
Khartoum,,2035,,7299.0405,,Sudan
Khartoum,,2040,,7431.8604,,Sudan
Khartoum,,2045,,7473.264,,Sudan
Khartoum,,2050,,7549.4434,,Sudan
Khartoum,,2055,,7744.7354,,Sudan
Khartoum,,2060,,7552.8755,,Sudan
Khartoum,,2065,,7662.4653,,Sudan
Khartoum,,2070,,7673.6714,,Sudan
Khartoum,,2075,,7635.0186,,Sudan
Khartoum,,2080,,7675.6567,,Sudan
Khartoum,,2085,,7759.629,,Sudan
Khartoum,,2090,,7737.4565,,Sudan
Khartoum,,2095,,7792.479,,Sudan
Khartoum,,2100,,7800.867,,Sudan
Kinshasa,,1975,4029.6562,,Democratic Republic of Congo,
Kinshasa,,1980,5102.295,,Democratic Republic of Congo,
Kinshasa,,1985,6957.013,,Democratic Republic of Congo,
Kinshasa,,1990,9317.125,,Democratic Republic of Congo,
Kinshasa,,1995,11404.152,,Democratic Republic of Congo,
Kinshasa,,2000,13489.049,,Democratic Republic of Congo,
Kinshasa,,2005,14223.459,,Democratic Republic of Congo,
Kinshasa,,2010,15354.34,,Democratic Republic of Congo,
Kinshasa,,2015,18384.684,,Democratic Republic of Congo,
Kinshasa,,2020,21869.342,21869.342,Democratic Republic of Congo,Democratic Republic of Congo
Kinshasa,,2025,,21416.127,,Democratic Republic of Congo
Kinshasa,,2030,,21920.885,,Democratic Republic of Congo
Kinshasa,,2035,,21507.914,,Democratic Republic of Congo
Kinshasa,,2040,,22000.598,,Democratic Republic of Congo
Kinshasa,,2045,,22134.252,,Democratic Republic of Congo
Kinshasa,,2050,,22390.809,,Democratic Republic of Congo
Kinshasa,,2055,,22472.87,,Democratic Republic of Congo
Kinshasa,,2060,,22332.967,,Democratic Republic of Congo
