Entity,Code,Year,Population density of the top 100 most populous cities,Population density of the top 100 most populous cities (projected) (Projected),Population density of the top 100 most populous cities (Annotations),Population density of the top 100 most populous cities (projected) (Annotations)
Yangon,,1980,6642.062,,Myanmar,
Yangon,,1985,6755.1987,,Myanmar,
Yangon,,1990,7168.477,,Myanmar,
Yangon,,1995,7448.7393,,Myanmar,
Yangon,,2000,8199.393,,Myanmar,
Yangon,,2005,8889.193,,Myanmar,
Yangon,,2010,9589.12,,Myanmar,
Yangon,,2015,10500.945,,Myanmar,
Yangon,,2020,10890.01,10890.01,Myanmar,Myanmar
Yangon,,2025,,10994.723,,Myanmar
Yangon,,2030,,10974.825,,Myanmar
Yangon,,2035,,11169.859,,Myanmar
Yangon,,2040,,11253.404,,Myanmar
Yangon,,2045,,11213.544,,Myanmar
Yangon,,2050,,11246.122,,Myanmar
Yangon,,2055,,11171.844,,Myanmar
Yangon,,2060,,11105.612,,Myanmar
Yangon,,2065,,11030.824,,Myanmar
Yangon,,2070,,10927.48,,Myanmar
Yangon,,2075,,10821.396,,Myanmar
Yangon,,2080,,10680.191,,Myanmar
Yangon,,2085,,10526.079,,Myanmar
Yangon,,2090,,10358.735,,Myanmar
Yangon,,2095,,10180.352,,Myanmar
Yangon,,2100,,10000.112,,Myanmar
Yaounde,,1975,3857.789,,Cameroon,
Yaounde,,1980,4494.6484,,Cameroon,
Yaounde,,1985,5354.7495,,Cameroon,
Yaounde,,1990,6100.259,,Cameroon,
Yaounde,,1995,6993.522,,Cameroon,
Yaounde,,2000,8308.583,,Cameroon,
Yaounde,,2005,8781.3,,Cameroon,
Yaounde,,2010,10616.913,,Cameroon,
Yaounde,,2015,12871.709,,Cameroon,
Yaounde,,2020,15100.356,15100.356,Cameroon,Cameroon
Yaounde,,2025,,15287.685,,Cameroon
Yaounde,,2030,,16428.393,,Cameroon
Yaounde,,2035,,16601.355,,Cameroon
Yaounde,,2040,,16055.175,,Cameroon
Yaounde,,2045,,16069.95,,Cameroon
Yaounde,,2050,,15979.976,,Cameroon
Yaounde,,2055,,15415.448,,Cameroon
Yaounde,,2060,,15543.918,,Cameroon
Yaounde,,2065,,16004.764,,Cameroon
Yaounde,,2070,,16084.093,,Cameroon
Yaounde,,2075,,16209.431,,Cameroon
Yaounde,,2080,,15955.033,,Cameroon
Yaounde,,2085,,15960.213,,Cameroon
Yaounde,,2090,,15595.643,,Cameroon
Yaounde,,2095,,15363.362,,Cameroon
Yaounde,,2100,,14536.726,,Cameroon
Zhengzhou,,1975,6142.377,,China,
Zhengzhou,,1980,6406.608,,China,
Zhengzhou,,1985,6691.7617,,China,
Zhengzhou,,1990,6198.9795,,China,
Zhengzhou,,1995,6946.3296,,China,
Zhengzhou,,2000,8270.406,,China,
Zhengzhou,,2005,8487.778,,China,
Zhengzhou,,2010,7883.9404,,China,
Zhengzhou,,2015,8179.067,,China,
Zhengzhou,,2020,8425.399,8425.399,China,China
Zhengzhou,,2025,,8381.503,,China
Zhengzhou,,2030,,8290.658,,China
Zhengzhou,,2035,,8242.48,,China
Zhengzhou,,2040,,8104.658,,China
Zhengzhou,,2045,,8074.608,,China
Zhengzhou,,2050,,7884.218,,China
Zhengzhou,,2055,,7740.2964,,China
Zhengzhou,,2060,,7758.0815,,China
Zhengzhou,,2065,,7605.3057,,China
Zhengzhou,,2070,,7548.4463,,China
Zhengzhou,,2075,,7363.762,,China
Zhengzhou,,2080,,7207.496,,China
Zhengzhou,,2085,,7176.498,,China
Zhengzhou,,2090,,7045.2603,,China
Zhengzhou,,2095,,7473.1646,,China
Zhengzhou,,2100,,7353.518,,China
